Time;X;Y
0;0;0
0.01;0;2774.748535
0.0125;0;3451.613525
0.016249999;0;4392.943359
0.01765625;0;4708.064941
0.019765625;0;5049.881836
0.021875;0;5074.737305
0.023984374;0;5093.548828
0.026093749;0;5110.670898
0.029257812;0;5134.758789
0.034003906;0;5167.398438
0.041123047;0;5212.696289
0.051123045;0;5269.961914
0.061123047;0;5322.551758
0.071123049;0;5371.0625
0.081123047;0;5416.427734
0.091123044;0;5459.152344
0.10112305;0;5499.456543
0.111123048;0;5537.561035
0.121123046;0;5573.88916
0.131123051;0;5608.483887
0.141123042;0;5641.609863
0.151123047;0;5673.286133
0.161123052;0;5703.408691
0.171123043;0;5731.92627
0.181123048;0;5758.811523
0.191123053;0;5784.100586
0.201123044;0;5807.845703
0.211123049;0;5830.132324
0.22112304;0;5850.597168
0.231123045;0;5870.200195
0.24112305;0;5889.26123
0.251123041;0;5907.841309
0.261123061;0;5926.021973
0.271123052;0;5943.822754
0.281123042;0;5961.271973
0.291123033;0;5978.413574
0.301123053;0;5995.265137
0.311123043;0;6011.820801
0.321123034;0;6028.123047
0.331123054;0;6044.164063
0.341123044;0;6059.974609
0.351123035;0;6075.56543
0.361123055;0;6090.908691
0.371123046;0;6106.060059
0.381123036;0;6121.009277
0.391123056;0;6135.763184
0.401123047;0;6150.328613
0.411123037;0;6164.712402
0.421123058;0;6178.899902
0.431123048;0;6192.930176
0.441123039;0;6206.804199
0.451123059;0;6220.509277
0.461123049;0;6234.060059
0.47112304;0;6247.461426
0.48112306;0;6260.709961
0.49112305;0;6273.80957
0.501123071;0;6286.769531
0.511123061;0;6299.601074
0.521123052;0;6312.285645
0.531123042;0;6324.847656
0.541123033;0;6337.279785
0.551123023;0;6349.581055
0.561123073;0;6361.758789
0.571123064;0;6373.822266
0.581123054;0;6385.76123
0.591123044;0;6397.583496
0.601123035;0;6409.303223
0.611123025;0;6420.904297
0.621123075;0;6432.395996
0.631123066;0;6443.788086
0.641123056;0;6455.056152
0.651123047;0;6466.222656
0.661123037;0;6477.288086
0.671123028;0;6488.256836
0.681123018;0;6499.133301
0.691123068;0;6509.899414
0.701123059;0;6520.576172
0.711123049;0;6531.159668
0.72112304;0;6541.644531
0.73112303;0;6552.040527
0.741123021;0;6562.348633
0.751123071;0;6572.564453
0.761123061;0;6582.68457
0.771123052;0;6592.720215
0.781123042;0;6602.672363
0.791123033;0;6612.541992
0.801123023;0;6622.32959
0.811123073;0;6632.030762
0.821123064;0;6641.645996
0.831123054;0;6651.184082
0.841123044;0;6660.643555
0.851123035;0;6670.02002
0.861123025;0;6679.319336
0.871123075;0;6688.541504
0.881123066;0;6697.690918
0.891123056;0;6706.764648
0.901123047;0;6715.758301
0.911123037;0;6724.677246
0.921123028;0;6733.526367
0.931123018;0;6742.306641
0.941123068;0;6751.016113
0.951123059;0;6759.652344
0.961123049;0;6768.21875
0.97112304;0;6776.714844
0.98112303;0;6785.140625
0.991123021;0;6793.499023
1;0;6800.858887
