      eval;                   phi;                    x1;                    x2;                    x3;                    x4;                    x5
        67;        28228.21562419;            0.28693723;            0.31304237;            1.93283704;          251.69626415;          803.37713227
        68;        28228.21562419;            0.28693723;            0.31304237;            1.93283704;          251.69626415;          803.37713227
        69;        28228.21562419;            0.28693723;            0.31304237;            1.93283704;          251.69626415;          803.37713227
        70;        28228.21562419;            0.28693723;            0.31304237;            1.93283704;          251.69626415;          803.37713227
        71;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        72;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        73;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        74;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        75;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        76;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        77;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        78;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        79;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        80;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        81;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
        82;        28228.21561347;            0.28693619;            0.31304220;            1.93282861;          251.69618238;          803.37691561
