Element;Node-1;Node-2;Node-3;Node-4
1234;1187;1181;1072;264
1235;1182;91;529;495
1236;1188;819;99;857
1237;651;1211;1190;1210
1238;1191;565;1209;646
1239;1194;884;1224;96
1240;1215;1195;1082;1219
1241;1202;1196;1104;1214
1242;1224;857;1230;96
1243;1036;158;1034;1155
1244;1214;1104;190;1108
1245;99;1193;1217;1218
1246;1218;1217;1239;1240
1247;1220;1121;201;1245
1248;1221;518;547;558
1249;1229;963;1226;934
1250;1223;612;1272;107
1251;1244;1227;588;625
1252;1237;1228;260;825
1253;1236;681;1274;714
1254;765;752;1240;1239
1255;834;1218;1240;1241
1256;1245;200;1078;1246
1257;249;863;1250;1251
1258;992;966;1242;1253
1259;1019;1045;1255;1256
1260;738;1257;743;1269
1261;1264;225;1283;627
1262;1271;1270;1081;1073
1263;1275;116;1304;687
1264;1277;679;695;1276
1265;259;785;248;724
1266;1022;241;1011;1279
1267;1261;1282;1302;173
1268;1092;1071;1287;242
1269;836;1312;135;1288
1270;846;1150;1288;1289
1271;157;1265;1294;1295
1272;684;1296;1297;215
1273;168;1046;1300;1301
1274;1307;747;1331;227
1275;1335;1336;1311;1310
1276;1336;1312;778;1311
1277;758;1313;1324;776
1278;1325;1315;108;717
1279;1318;672;93;704
1280;677;1302;1319;1320
1281;1334;673;1320;1319
1282;1327;1038;1039;1337
1283;1329;812;844;870
1284;1325;741;730;1315
1285;1337;1039;179;1317
1286;1341;229;980;991
1287;902;1321;1342;1343
1288;1344;960;917;1365
1289;1346;1345;919;155
1290;198;1012;1347;1348
1291;227;1331;1349;1350
1292;732;751;164;827
1293;1353;709;195;947
1294;1364;1356;839;176
1295;861;843;1359;1360
1296;1361;997;978;990
1297;186;969;1362;1363
1298;1370;1037;1357;1014
1299;901;866;850;197
