Node;U;V
0.000000000000;-0.880585014820;9.852218627930
1.000000000000;0.880585014820;9.852218627930
2.000000000000;0.880585014820;0.921531498432
3.000000000000;-0.880585014820;0.921531498432
4.000000000000;0.893660187721;9.762128829956
5.000000000000;0.897262215614;9.644733428955
6.000000000000;0.889645278454;9.511892318726
7.000000000000;0.870083093643;9.371531486511
8.000000000000;0.839395642281;9.229588508606
9.000000000000;0.798863232136;9.090204238892
10.000000000000;0.750064015388;8.956283569336
11.000000000000;0.694355130196;8.829935073853
12.000000000000;0.632937908173;8.712776184082
13.000000000000;0.566897571087;8.606016159058
14.000000000000;0.497235089540;8.510579109192
15.000000000000;0.424730569124;8.427245140076
16.000000000000;0.350044488907;8.356678009033
17.000000000000;0.273728638887;8.299419403076
18.000000000000;0.196272701025;8.255927085876
19.000000000000;0.118054613471;8.226626396179
20.000000000000;0.039401397109;8.211869239807
21.000000000000;-0.039401397109;8.211869239807
22.000000000000;-0.118054613471;8.226626396179
23.000000000000;-0.196272701025;8.255927085876
24.000000000000;-0.273728638887;8.299419403076
25.000000000000;-0.350044488907;8.356678009033
26.000000000000;-0.424730569124;8.427245140076
27.000000000000;-0.497235089540;8.510579109192
28.000000000000;-0.566897571087;8.606016159058
29.000000000000;-0.632937908173;8.712776184082
30.000000000000;-0.694355130196;8.829935073853
31.000000000000;-0.750064015388;8.956283569336
32.000000000000;-0.798863232136;9.090204238892
33.000000000000;-0.839395642281;9.229588508606
34.000000000000;-0.870083093643;9.371531486511
35.000000000000;-0.889645278454;9.511892318726
36.000000000000;-0.897262215614;9.644733428955
37.000000000000;-0.893660187721;9.762128829956
38.000000000000;0.893660187721;1.011621594429
39.000000000000;0.897262215614;1.129016280174
40.000000000000;0.889645278454;1.261857986450
41.000000000000;0.870083093643;1.402218818665
42.000000000000;0.839395642281;1.544161081314
43.000000000000;0.798863232136;1.683545470238
44.000000000000;0.750064015388;1.817466855049
45.000000000000;0.694355130196;1.943815350533
46.000000000000;0.632937908173;2.060973882675
47.000000000000;0.566897571087;2.167733430862
48.000000000000;0.497235089540;2.263170957565
49.000000000000;0.424730569124;2.346504449844
50.000000000000;0.350044488907;2.417072534561
51.000000000000;0.273728638887;2.474330663681
52.000000000000;0.196272701025;2.517822504044
53.000000000000;0.118054613471;2.547123908997
54.000000000000;0.039401397109;2.561880826950
55.000000000000;-0.039401397109;2.561880826950
56.000000000000;-0.118054613471;2.547123908997
57.000000000000;-0.196272701025;2.517822504044
58.000000000000;-0.273728638887;2.474330663681
59.000000000000;-0.350044488907;2.417072534561
60.000000000000;-0.424730569124;2.346504449844
61.000000000000;-0.497235089540;2.263170957565
62.000000000000;-0.566897571087;2.167733430862
63.000000000000;-0.632937908173;2.060973882675
64.000000000000;-0.694355130196;1.943815350533
65.000000000000;-0.750064015388;1.817466855049
66.000000000000;-0.798863232136;1.683545470238
67.000000000000;-0.839395642281;1.544161081314
68.000000000000;-0.870083093643;1.402218818665
69.000000000000;-0.889645278454;1.261857986450
70.000000000000;-0.897262215614;1.129016280174
71.000000000000;-0.893660187721;1.011621594429
72.000000000000;-0.896777272224;0.996190547943
73.000000000000;-0.947161972523;1.110518813133
74.000000000000;-1.040925502777;1.273263812065
75.000000000000;-1.178752303123;1.495115637779
76.000000000000;-1.361475825310;1.787326335907
77.000000000000;-1.581482410431;2.159252405167
78.000000000000;-1.824375033379;2.615495204926
79.000000000000;-2.065419435501;3.151913881302
80.000000000000;-2.274677515030;3.752816438675
81.000000000000;-2.425356149673;4.394548892975
82.000000000000;-2.502714633942;5.054596424103
83.000000000000;-2.502714633942;5.719153881073
84.000000000000;-2.425356149673;6.379201412201
85.000000000000;-2.274677515030;7.020933628082
86.000000000000;-2.065419435501;7.621836185455
87.000000000000;-1.824375033379;8.158254623413
88.000000000000;-1.581482410431;8.614497184753
89.000000000000;-1.361475825310;8.986423492432
90.000000000000;-1.178752303123;9.278634071350
91.000000000000;-1.040925502777;9.500486373901
92.000000000000;-0.947161972523;9.663230895996
93.000000000000;-0.896777272224;9.777559280396
94.000000000000;0.896777272224;9.777559280396
95.000000000000;0.947161972523;9.663230895996
96.000000000000;1.040925502777;9.500486373901
97.000000000000;1.178752303123;9.278634071350
98.000000000000;1.361475825310;8.986423492432
99.000000000000;1.581482410431;8.614497184753
100.000000000000;1.824375033379;8.158254623413
101.000000000000;2.065419435501;7.621836185455
102.000000000000;2.274677515030;7.020933628082
103.000000000000;2.425356149673;6.379201412201
104.000000000000;2.502714633942;5.719153881073
105.000000000000;2.502714633942;5.054596424103
106.000000000000;2.425356149673;4.394548892975
