Node;X;Y
0.000000000000;-2.000000000000;50.000000000000
1.000000000000;-4.000000000000;50.000000000000
2.000000000000;-6.000000000000;50.000000000000
3.000000000000;-8.000000000000;50.000000000000
4.000000000000;-10.000000000000;50.000000000000
5.000000000000;-12.000000000000;50.000000000000
6.000000000000;-15.000000000000;50.000000000000
7.000000000000;-17.000000000000;50.000000000000
8.000000000000;-19.000000000000;50.000000000000
9.000000000000;-21.000000000000;50.000000000000
10.000000000000;-23.000000000000;50.000000000000
11.000000000000;0.000000000000;50.000000000000
12.000000000000;-25.000000000000;50.000000000000
13.000000000000;-25.000000000000;48.038070678711
14.000000000000;-25.000000000000;46.076137542725
15.000000000000;-25.000000000000;44.114208221436
16.000000000000;-25.000000000000;41.171310424805
17.000000000000;-25.000000000000;39.209381103516
18.000000000000;-25.000000000000;37.247447967529
19.000000000000;-25.000000000000;35.285518646240
20.000000000000;-25.000000000000;33.323585510254
21.000000000000;-25.000000000000;31.361656188965
22.000000000000;-25.000000000000;28.418760299683
23.000000000000;-25.000000000000;26.456829071045
24.000000000000;-25.000000000000;24.494897842407
25.000000000000;-15.129749298096;3.010914802551
26.000000000000;-15.360018730164;5.007162094116
27.000000000000;-15.919179916382;7.968544006348
28.000000000000;-16.731023788452;10.870844841003
29.000000000000;-17.409736633301;12.762240409851
30.000000000000;-18.628438949585;15.518543243408
31.000000000000;-20.079738616943;18.159788131714
32.000000000000;-21.752872467041;20.666393280029
33.000000000000;-22.985477447510;22.253438949585
34.000000000000;-15.000000000000;0.000000000000
35.000000000000;-15.129749298096;-3.010914802551
36.000000000000;-15.360018730164;-5.007162094116
37.000000000000;-15.919179916382;-7.968544006348
38.000000000000;-16.731023788452;-10.870844841003
39.000000000000;-17.789533615112;-13.692546844482
40.000000000000;-18.628438949585;-15.518543243408
41.000000000000;-20.079738616943;-18.159788131714
42.000000000000;-21.752872467041;-20.666393280029
43.000000000000;-22.985477447510;-22.253438949585
44.000000000000;-25.000000000000;-24.494897842407
45.000000000000;-25.000000000000;-48.038070678711
46.000000000000;-25.000000000000;-46.076137542725
47.000000000000;-25.000000000000;-44.114208221436
48.000000000000;-25.000000000000;-41.171310424805
49.000000000000;-25.000000000000;-39.209381103516
50.000000000000;-25.000000000000;-37.247447967529
51.000000000000;-25.000000000000;-35.285518646240
52.000000000000;-25.000000000000;-33.323585510254
53.000000000000;-25.000000000000;-30.380689620972
54.000000000000;-25.000000000000;-28.418760299683
55.000000000000;-25.000000000000;-26.456829071045
56.000000000000;-25.000000000000;-50.000000000000
57.000000000000;-2.000000000000;-50.000000000000
58.000000000000;-4.000000000000;-50.000000000000
59.000000000000;-6.000000000000;-50.000000000000
60.000000000000;-8.000000000000;-50.000000000000
61.000000000000;-10.000000000000;-50.000000000000
62.000000000000;-12.000000000000;-50.000000000000
63.000000000000;-15.000000000000;-50.000000000000
64.000000000000;-17.000000000000;-50.000000000000
65.000000000000;-19.000000000000;-50.000000000000
66.000000000000;-21.000000000000;-50.000000000000
67.000000000000;-23.000000000000;-50.000000000000
68.000000000000;0.000000000000;-50.000000000000
69.000000000000;2.000000000000;-50.000000000000
70.000000000000;4.000000000000;-50.000000000000
71.000000000000;6.000000000000;-50.000000000000
72.000000000000;8.000000000000;-50.000000000000
73.000000000000;10.000000000000;-50.000000000000
74.000000000000;12.000000000000;-50.000000000000
75.000000000000;15.000000000000;-50.000000000000
76.000000000000;17.000000000000;-50.000000000000
77.000000000000;19.000000000000;-50.000000000000
78.000000000000;21.000000000000;-50.000000000000
79.000000000000;23.000000000000;-50.000000000000
80.000000000000;25.000000000000;-50.000000000000
81.000000000000;25.000000000000;-48.038070678711
82.000000000000;25.000000000000;-46.076137542725
83.000000000000;25.000000000000;-44.114208221436
84.000000000000;25.000000000000;-41.171310424805
85.000000000000;25.000000000000;-39.209381103516
86.000000000000;25.000000000000;-37.247447967529
87.000000000000;25.000000000000;-35.285518646240
88.000000000000;25.000000000000;-33.323585510254
89.000000000000;25.000000000000;-30.380689620972
90.000000000000;25.000000000000;-28.418760299683
91.000000000000;25.000000000000;-26.456829071045
92.000000000000;25.000000000000;-24.494897842407
93.000000000000;15.129749298096;-3.010914802551
94.000000000000;15.360018730164;-5.007162094116
95.000000000000;15.919179916382;-7.968544006348
96.000000000000;16.731023788452;-10.870844841003
97.000000000000;17.409736633301;-12.762240409851
98.000000000000;18.628438949585;-15.518543243408
99.000000000000;20.079738616943;-18.159788131714
100.000000000000;21.752872467041;-20.666393280029
101.000000000000;22.985477447510;-22.253438949585
102.000000000000;15.000000000000;0.000000000000
103.000000000000;15.129749298096;3.010914802551
104.000000000000;15.360018730164;5.007162094116
105.000000000000;15.919179916382;7.968544006348
106.000000000000;16.731023788452;10.870844841003
107.000000000000;17.789533615112;13.692546844482
108.000000000000;18.628438949585;15.518543243408
109.000000000000;20.079738616943;18.159788131714
110.000000000000;21.752872467041;20.666393280029
111.000000000000;22.985477447510;22.253438949585
112.000000000000;25.000000000000;24.494897842407
113.000000000000;25.000000000000;48.038070678711
114.000000000000;25.000000000000;46.076137542725
115.000000000000;25.000000000000;44.114208221436
116.000000000000;25.000000000000;41.171310424805
117.000000000000;25.000000000000;39.209381103516
118.000000000000;25.000000000000;37.247447967529
119.000000000000;25.000000000000;35.285518646240
120.000000000000;25.000000000000;33.323585510254
121.000000000000;25.000000000000;31.361656188965
122.000000000000;25.000000000000;28.418760299683
123.000000000000;25.000000000000;26.456829071045
124.000000000000;25.000000000000;50.000000000000
125.000000000000;2.000000000000;50.000000000000
126.000000000000;4.000000000000;50.000000000000
127.000000000000;6.000000000000;50.000000000000
128.000000000000;8.000000000000;50.000000000000
129.000000000000;10.000000000000;50.000000000000
130.000000000000;13.000000000000;50.000000000000
131.000000000000;15.000000000000;50.000000000000
132.000000000000;17.000000000000;50.000000000000
133.000000000000;19.000000000000;50.000000000000
134.000000000000;21.000000000000;50.000000000000
135.000000000000;23.000000000000;50.000000000000
136.000000000000;14.627513885498;-10.273773193359
137.000000000000;-14.495017051697;10.367805480957
138.000000000000;-22.914348602295;47.970878601074
139.000000000000;-20.841283798218;47.996520996094
140.000000000000;-18.826400756836;48.053573608398
141.000000000000;-15.898199081421;48.006534576416
142.000000000000;-12.910713195801;47.885440826416
143.000000000000;-10.746767997742;47.624130249023
144.000000000000;-8.768279075623;48.127162933350
145.000000000000;-6.847618103027;47.955055236816
146.000000000000;-4.714490413666;47.757862091064
147.000000000000;-1.845128536224;48.154396057129
148.000000000000;-0.010788170621;48.077571868896
149.000000000000;2.011736869812;47.780632019043
150.000000000000;4.228618621826;47.693168640137
151.000000000000;6.276829719543;48.027076721191
152.000000000000;8.254661560059;48.066349029541
153.000000000000;10.233407974243;47.995983123779
154.000000000000;12.199697494507;48.011356353760
155.000000000000;15.118593215942;48.102142333984
156.000000000000;17.039623260498;48.133525848389
157.000000000000;19.003854751587;48.005043029785
158.000000000000;21.041713714600;47.934936523438
159.000000000000;23.062011718750;48.021026611328
160.000000000000;-22.921562194824;45.997070312500
161.000000000000;-20.890335083008;44.861610412598
162.000000000000;-18.581972122192;46.198009490967
163.000000000000;-16.725965499878;46.094249725342
164.000000000000;-14.848663330078;46.013275146484
165.000000000000;-12.994665145874;45.921859741211
166.000000000000;-10.030723571777;46.046997070312
167.000000000000;-8.690581321716;45.771690368652
168.000000000000;-6.364514350891;45.683940887451
169.000000000000;-4.272618293762;45.884616851807
170.000000000000;-1.858557105064;46.107166290283
171.000000000000;-0.084390208125;46.116638183594
172.000000000000;1.522913932800;45.274265289307
173.000000000000;4.210357666016;45.455307006836
174.000000000000;6.048965930939;45.156627655029
175.000000000000;8.278117179871;45.354347229004
176.000000000000;10.419737815857;45.703895568848
177.000000000000;12.483081817627;46.000827789307
178.000000000000;14.365781784058;46.151794433594
179.000000000000;16.184293746948;46.326133728027
180.000000000000;18.710418701172;45.046222686768
181.000000000000;20.471357345581;45.763309478760
182.000000000000;23.186594009399;46.106391906738
183.000000000000;-23.176589965820;44.235347747803
184.000000000000;-21.586059570312;43.388992309570
185.000000000000;-19.315311431885;43.495037078857
186.000000000000;-16.607818603516;43.923561096191
187.000000000000;-14.689263343811;44.089584350586
188.000000000000;-12.986529350281;44.132186889648
189.000000000000;-10.159099578857;43.667984008789
190.000000000000;-8.437280654907;43.540126800537
191.000000000000;-6.613993167877;43.561676025391
192.000000000000;-4.682266235352;44.152099609375
193.000000000000;-1.982812762260;44.478588104248
194.000000000000;0.046606726944;44.137252807617
195.000000000000;2.014878988266;43.654544830322
196.000000000000;3.961161851883;43.359561920166
197.000000000000;6.324646949768;44.270561218262
198.000000000000;8.491810798645;43.253887176514
199.000000000000;10.560969352722;43.419666290283
200.000000000000;12.799591064453;43.764911651611
201.000000000000;14.713152885437;44.263969421387
202.000000000000;17.471702575684;43.700355529785
203.000000000000;18.996894836426;43.661598205566
204.000000000000;20.960453033447;44.191036224365
205.000000000000;23.203416824341;43.404415130615
206.000000000000;-22.709102630615;41.641395568848
207.000000000000;-20.930528640747;41.188358306885
208.000000000000;-18.990053176880;41.654067993164
209.000000000000;-17.022657394409;41.304573059082
210.000000000000;-14.571352958679;41.258441925049
211.000000000000;-12.748600006104;42.515911102295
212.000000000000;-10.938982009888;41.478538513184
213.000000000000;-6.350821018219;41.465343475342
214.000000000000;-4.479567527771;41.283298492432
215.000000000000;-1.773242473602;41.197483062744
216.000000000000;0.024731550366;41.918029785156
217.000000000000;1.689577817917;41.768722534180
218.000000000000;4.136419773102;41.195125579834
219.000000000000;5.913262844086;41.431682586670
220.000000000000;7.635205268860;41.420299530029
221.000000000000;10.399282455444;41.360435485840
222.000000000000;12.494405746460;41.509048461914
223.000000000000;14.602828979492;41.615863800049
224.000000000000;16.297657012939;41.638027191162
225.000000000000;18.423698425293;41.985187530518
226.000000000000;20.633670806885;41.526500701904
227.000000000000;22.804834365845;41.811214447021
228.000000000000;-23.122245788574;39.101654052734
229.000000000000;-21.324960708618;38.893325805664
230.000000000000;-18.608633041382;38.883388519287
231.000000000000;-14.043029785156;39.560462951660
232.000000000000;-12.223961830139;39.657814025879
233.000000000000;-10.445119857788;39.306755065918
234.000000000000;-8.362534523010;39.238533020020
235.000000000000;-6.301260948181;39.445705413818
236.000000000000;-4.141237258911;39.226341247559
237.000000000000;-2.476024150848;39.266677856445
238.000000000000;0.062689885497;39.998443603516
239.000000000000;2.173716306686;39.606681823730
240.000000000000;3.889674425125;39.354858398438
241.000000000000;5.674788475037;40.084167480469
242.000000000000;7.891825199127;39.913719177246
243.000000000000;10.170943260193;39.732925415039
244.000000000000;12.247473716736;39.432418823242
245.000000000000;14.846693038940;39.718566894531
246.000000000000;16.823467254639;39.494083404541
247.000000000000;18.942888259888;39.302928924561
248.000000000000;20.887004852295;38.823581695557
249.000000000000;22.908861160278;39.376106262207
250.000000000000;-23.140380859375;37.252445220947
251.000000000000;-21.295082092285;37.297485351562
252.000000000000;-19.279445648193;37.183422088623
253.000000000000;-17.031394958496;36.869804382324
254.000000000000;-13.958800315857;37.645271301270
255.000000000000;-12.369825363159;38.129947662354
256.000000000000;-10.461338996887;37.136127471924
257.000000000000;-8.350409507751;37.440368652344
258.000000000000;-5.914671897888;37.174148559570
259.000000000000;-4.040876865387;37.072326660156
260.000000000000;-2.064946889877;36.914829254150
261.000000000000;-0.567028224468;37.344188690186
262.000000000000;2.238350152969;37.192531585693
263.000000000000;6.370827674866;37.824390411377
264.000000000000;7.642523288727;37.965412139893
265.000000000000;10.074447631836;37.879585266113
266.000000000000;12.638557434082;38.215072631836
267.000000000000;14.515826225281;37.500190734863
268.000000000000;16.721199035645;37.719810485840
269.000000000000;19.183986663818;37.648361206055
270.000000000000;21.157806396484;37.156883239746
271.000000000000;23.132877349854;36.392436981201
272.000000000000;-23.102691650391;35.351413726807
273.000000000000;-21.283905029297;35.489040374756
274.000000000000;-18.855981826782;34.937831878662
275.000000000000;-16.718988418579;35.241008758545
276.000000000000;-14.159699440002;34.890361785889
277.000000000000;-12.307591438293;35.142208099365
278.000000000000;-10.553828239441;35.400562286377
279.000000000000;-8.157507896423;35.459678649902
280.000000000000;-6.374269485474;35.219367980957
281.000000000000;-4.510473251343;35.653594970703
